user_id,recency_days,frequency,monetary,surge_exposure,R_score,F_score,M_score,S_score,RFMS,RFMS_score,riders_segment,weighted_score
R03913,4,25,391.23,0.28,4,4,4,2,4442,14,Champions,3.8
R03914,10,26,367.83,0.23076923076923078,3,4,4,1,3441,12,Active Riders,3.3
R03915,32,19,342.87,0.47368421052631576,1,2,3,4,1234,10,Active Riders,2.0
R03916,7,25,358.75,0.24,3,4,4,1,3441,12,Active Riders,3.3
R03917,3,20,290.46,0.45,4,3,2,4,4324,13,Active Riders,3.3
R03918,12,19,254.51,0.3157894736842105,3,2,1,2,3212,8,At Risk Riders,2.2
R03919,38,23,373.06,0.43478260869565216,1,3,4,4,1344,12,Active Riders,2.5
R03920,4,18,269.42,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R03921,3,19,293.2,0.3157894736842105,4,2,2,2,4222,10,Active Riders,2.8
R03922,47,18,309.69,0.3888888888888889,1,2,3,3,1233,9,At Risk Riders,1.9
R03923,54,22,315.04,0.18181818181818182,1,3,3,1,1331,8,At Risk Riders,2.0
R03924,9,30,463.77,0.3,3,4,4,2,3442,13,Active Riders,3.4
R03925,16,18,288.96,0.3333333333333333,2,2,2,3,2223,9,At Risk Riders,2.1
R03926,31,19,329.99,0.47368421052631576,1,2,3,4,1234,10,Active Riders,2.0
R03927,8,16,224.93,0.1875,3,1,1,1,3111,6,At Risk Riders,1.8
R03928,2,24,365.4,0.2916666666666667,4,4,4,2,4442,14,Champions,3.8
R03929,5,16,213.74,0.25,4,1,1,1,4111,7,At Risk Riders,2.2
R03930,8,25,364.78999999999996,0.36,3,4,4,3,3443,14,Champions,3.5
R03931,9,17,274.62,0.4117647058823529,3,2,2,4,3224,11,Active Riders,2.6
R03932,34,23,299.73,0.30434782608695654,1,3,2,2,1322,8,At Risk Riders,1.9
R03933,37,26,378.9,0.23076923076923078,1,4,4,1,1441,10,Active Riders,2.5
R03934,66,13,192.92,0.38461538461538464,1,1,1,3,1113,6,At Risk Riders,1.2
R03935,10,21,305.12,0.38095238095238093,3,3,3,3,3333,12,Active Riders,3.0
R03936,5,17,298.75,0.5294117647058824,4,2,2,4,4224,12,Active Riders,3.0
R03937,32,21,392.54,0.5238095238095238,1,3,4,4,1344,12,Active Riders,2.5
R03938,2,32,486.29,0.3125,4,4,4,2,4442,14,Champions,3.8
R03939,36,14,234.41,0.35714285714285715,1,1,1,3,1113,6,At Risk Riders,1.2
R03940,5,18,244.45,0.16666666666666666,4,2,1,1,4211,8,At Risk Riders,2.5
R03941,78,29,450.2,0.4482758620689655,1,4,4,4,1444,13,Active Riders,2.8
R03942,19,24,371.94,0.375,2,4,4,3,2443,13,Active Riders,3.1
R03943,3,14,181.84,0.2857142857142857,4,1,1,2,4112,8,At Risk Riders,2.3
R03944,42,15,223.14,0.2,1,1,1,1,1111,4,Dormant Riders,1.0
R03945,25,24,387.06,0.4583333333333333,2,4,4,4,2444,14,Champions,3.2
R03946,36,19,301.61,0.3157894736842105,1,2,2,2,1222,7,At Risk Riders,1.6
R03947,2,22,276.64,0.36363636363636365,4,3,2,3,4323,12,Active Riders,3.2
R03948,10,15,208.76,0.26666666666666666,3,1,1,2,3112,7,At Risk Riders,1.9
R03949,15,21,362.14,0.38095238095238093,2,3,4,3,2343,12,Active Riders,2.8
R03950,16,27,416.52,0.2222222222222222,2,4,4,1,2441,11,Active Riders,2.9
R03951,60,11,195.75,0.36363636363636365,1,1,1,3,1113,6,At Risk Riders,1.2
R03952,9,24,369.38,0.25,3,4,4,1,3441,12,Active Riders,3.3
R03953,25,24,337.66,0.2916666666666667,2,4,3,2,2432,11,Active Riders,2.8
R03954,22,24,399.06,0.2916666666666667,2,4,4,2,2442,12,Active Riders,3.0
R03955,34,13,165.96,0.23076923076923078,1,1,1,1,1111,4,Dormant Riders,1.0
R03956,9,19,278.57,0.47368421052631576,3,2,2,4,3224,11,Active Riders,2.6
R03957,8,20,292.04,0.3,3,3,2,2,3322,10,Active Riders,2.7
R03958,25,19,288.63,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R03959,15,21,374.33,0.42857142857142855,2,3,4,4,2344,13,Active Riders,2.9
R03960,8,21,333.46,0.42857142857142855,3,3,3,4,3334,13,Active Riders,3.1
R03961,7,14,212.17000000000002,0.2857142857142857,3,1,1,2,3112,7,At Risk Riders,1.9
R03962,23,17,267.02,0.47058823529411764,2,2,2,4,2224,10,Active Riders,2.2
R03963,31,22,303.4,0.3181818181818182,1,3,2,2,1322,8,At Risk Riders,1.9
R03964,55,9,137.61,0.2222222222222222,1,1,1,1,1111,4,Dormant Riders,1.0
R03965,33,13,200.66,0.38461538461538464,1,1,1,3,1113,6,At Risk Riders,1.2
R03966,65,18,298.91,0.2777777777777778,1,2,2,2,1222,7,At Risk Riders,1.6
R03967,4,18,267.39,0.3888888888888889,4,2,2,3,4223,11,Active Riders,2.9
R03968,23,20,307.24,0.35,2,3,3,3,2333,11,Active Riders,2.6
R03969,57,20,321.53,0.35,1,3,3,3,1333,10,Active Riders,2.2
R03970,11,14,201.66,0.5714285714285714,3,1,1,4,3114,9,At Risk Riders,2.1
R03971,5,28,505.04,0.39285714285714285,4,4,4,3,4443,15,Champions,3.9
R03972,56,27,377.81,0.14814814814814814,1,4,4,1,1441,10,Active Riders,2.5
R03973,1,27,394.96999999999997,0.2222222222222222,4,4,4,1,4441,13,Active Riders,3.7
R03974,69,19,284.05,0.2631578947368421,1,2,2,2,1222,7,At Risk Riders,1.6
R03975,21,20,310.39,0.55,2,3,3,4,2334,12,Active Riders,2.7
R03976,4,16,256.85,0.25,4,1,2,1,4121,8,At Risk Riders,2.4
R03977,27,18,269.89,0.2222222222222222,1,2,2,1,1221,6,At Risk Riders,1.5
R03978,21,15,263.62,0.3333333333333333,2,1,2,3,2123,8,At Risk Riders,1.8
R03979,8,16,247.6,0.25,3,1,1,1,3111,6,At Risk Riders,1.8
R03980,7,20,301.06,0.25,3,3,2,1,3321,9,At Risk Riders,2.6
R03981,22,21,304.95,0.2857142857142857,2,3,3,2,2332,10,Active Riders,2.5
R03982,6,17,287.92,0.35294117647058826,4,2,2,3,4223,11,Active Riders,2.9
R03983,3,30,461.01,0.23333333333333334,4,4,4,1,4441,13,Active Riders,3.7
R03984,5,16,215.54999999999998,0.3125,4,1,1,2,4112,8,At Risk Riders,2.3
R03985,11,23,332.49,0.13043478260869565,3,3,3,1,3331,10,Active Riders,2.8
R03986,25,18,257.59000000000003,0.2222222222222222,2,2,2,1,2221,7,At Risk Riders,1.9
R03987,4,22,361.76,0.5,4,3,4,4,4344,15,Champions,3.7
R03988,10,14,262.9,0.2857142857142857,3,1,2,2,3122,8,At Risk Riders,2.1
R03989,8,16,239.34,0.3125,3,1,1,2,3112,7,At Risk Riders,1.9
R03990,56,19,323.96,0.3684210526315789,1,2,3,3,1233,9,At Risk Riders,1.9
R03991,4,14,242.36,0.5714285714285714,4,1,1,4,4114,10,Active Riders,2.5
R03992,24,14,246.32,0.6428571428571429,2,1,1,4,2114,8,At Risk Riders,1.7
R03993,20,26,373.15999999999997,0.3076923076923077,2,4,4,2,2442,12,Active Riders,3.0
R03994,10,22,299.78000000000003,0.36363636363636365,3,3,2,3,3323,11,Active Riders,2.8
R03995,13,26,445.96,0.4230769230769231,3,4,4,4,3444,15,Champions,3.6
R03996,5,28,367.96,0.39285714285714285,4,4,4,3,4443,15,Champions,3.9
R03997,6,22,346.99,0.4090909090909091,4,3,3,3,4333,13,Active Riders,3.4
R03998,33,20,343.34,0.35,1,3,3,3,1333,10,Active Riders,2.2
R03999,9,25,352.54,0.28,3,4,3,2,3432,12,Active Riders,3.2
R04000,13,24,434.25,0.375,3,4,4,3,3443,14,Champions,3.5
R04001,4,18,288.69,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R04002,26,17,308.44,0.35294117647058826,2,2,3,3,2233,10,Active Riders,2.3
R04003,19,23,336.6,0.391304347826087,2,3,3,3,2333,11,Active Riders,2.6
R04004,9,21,337.47,0.3333333333333333,3,3,3,3,3333,12,Active Riders,3.0
R04005,10,26,389.85,0.23076923076923078,3,4,4,1,3441,12,Active Riders,3.3
R04006,5,32,537.9399999999999,0.46875,4,4,4,4,4444,16,Champions,4.0
R04007,26,24,340.89,0.4166666666666667,2,4,3,4,2434,13,Active Riders,3.0
R04008,18,13,188.92,0.3076923076923077,2,1,1,2,2112,6,At Risk Riders,1.5
R04009,33,29,420.92,0.1724137931034483,1,4,4,1,1441,10,Active Riders,2.5
R04010,16,17,251.09,0.29411764705882354,2,2,1,2,2212,7,At Risk Riders,1.8
R04011,67,11,196.48,0.45454545454545453,1,1,1,4,1114,7,At Risk Riders,1.3
R04012,2,18,256.74,0.4444444444444444,4,2,2,4,4224,12,Active Riders,3.0
R04013,12,22,358.86,0.2727272727272727,3,3,4,2,3342,12,Active Riders,3.1
R04014,12,15,230.01,0.26666666666666666,3,1,1,2,3112,7,At Risk Riders,1.9
R04015,2,29,439.84000000000003,0.3448275862068966,4,4,4,3,4443,15,Champions,3.9
R04016,7,22,337.44,0.3181818181818182,3,3,3,2,3332,11,Active Riders,2.9
R04017,10,26,388.17,0.15384615384615385,3,4,4,1,3441,12,Active Riders,3.3
R04018,7,20,358.48,0.3,3,3,4,2,3342,12,Active Riders,3.1
R04019,7,28,451.38,0.39285714285714285,3,4,4,3,3443,14,Champions,3.5
R04020,9,21,347.18,0.5714285714285714,3,3,3,4,3334,13,Active Riders,3.1
R04021,20,23,347.6,0.30434782608695654,2,3,3,2,2332,10,Active Riders,2.5
R04022,7,18,338.13,0.3888888888888889,3,2,3,3,3233,11,Active Riders,2.7
R04023,25,17,267.71,0.23529411764705882,2,2,2,1,2221,7,At Risk Riders,1.9
R04024,78,18,253.23,0.2222222222222222,1,2,1,1,1211,5,Dormant Riders,1.3
R04025,3,21,349.74,0.38095238095238093,4,3,3,3,4333,13,Active Riders,3.4
R04026,22,21,327.63,0.23809523809523808,2,3,3,1,2331,9,At Risk Riders,2.4
R04027,11,28,458.02,0.35714285714285715,3,4,4,3,3443,14,Champions,3.5
R04028,12,16,241.91,0.25,3,1,1,1,3111,6,At Risk Riders,1.8
R04029,15,16,244.08,0.25,2,1,1,1,2111,5,Dormant Riders,1.4
R04030,10,22,336.25,0.22727272727272727,3,3,3,1,3331,10,Active Riders,2.8
R04031,4,29,415.02,0.27586206896551724,4,4,4,2,4442,14,Champions,3.8
R04032,40,19,318.5,0.47368421052631576,1,2,3,4,1234,10,Active Riders,2.0
R04033,8,19,343.43,0.5263157894736842,3,2,3,4,3234,12,Active Riders,2.8
R04034,94,12,186.10999999999999,0.6666666666666666,1,1,1,4,1114,7,At Risk Riders,1.3
R04035,9,20,354.78,0.45,3,3,3,4,3334,13,Active Riders,3.1
R04036,5,23,387.87,0.4782608695652174,4,3,4,4,4344,15,Champions,3.7
R04037,6,19,292.34,0.5263157894736842,4,2,2,4,4224,12,Active Riders,3.0
R04038,40,19,269.03,0.47368421052631576,1,2,2,4,1224,9,At Risk Riders,1.8
R04039,13,19,246.76,0.3157894736842105,3,2,1,2,3212,8,At Risk Riders,2.2
R04040,3,22,332.2,0.22727272727272727,4,3,3,1,4331,11,Active Riders,3.2
R04041,4,22,322.71,0.5,4,3,3,4,4334,14,Champions,3.5
R04042,61,22,346.73,0.3181818181818182,1,3,3,2,1332,9,At Risk Riders,2.1
R04043,15,24,352.86,0.2916666666666667,2,4,3,2,2432,11,Active Riders,2.8
R04044,5,18,300.57,0.4444444444444444,4,2,2,4,4224,12,Active Riders,3.0
R04045,5,30,407.76,0.26666666666666666,4,4,4,2,4442,14,Champions,3.8
R04046,45,18,236.55,0.16666666666666666,1,2,1,1,1211,5,Dormant Riders,1.3
R04047,4,29,473.0,0.41379310344827586,4,4,4,4,4444,16,Champions,4.0
R04048,5,19,331.17,0.42105263157894735,4,2,3,4,4234,13,Active Riders,3.2
R04049,27,17,259.82,0.35294117647058826,1,2,2,3,1223,8,At Risk Riders,1.7
R04050,26,14,294.83,0.35714285714285715,2,1,2,3,2123,8,At Risk Riders,1.8
R04051,22,15,212.42000000000002,0.3333333333333333,2,1,1,3,2113,7,At Risk Riders,1.6
R04052,17,22,304.76,0.13636363636363635,2,3,3,1,2331,9,At Risk Riders,2.4
R04053,16,31,530.36,0.41935483870967744,2,4,4,4,2444,14,Champions,3.2
R04054,1,19,267.63,0.21052631578947367,4,2,2,1,4221,9,At Risk Riders,2.7
R04055,34,14,227.15,0.35714285714285715,1,1,1,3,1113,6,At Risk Riders,1.2
R04056,3,17,238.92000000000002,0.29411764705882354,4,2,1,2,4212,9,At Risk Riders,2.6
R04057,40,23,335.36,0.30434782608695654,1,3,3,2,1332,9,At Risk Riders,2.1
R04058,22,11,151.91,0.09090909090909091,2,1,1,1,2111,5,Dormant Riders,1.4
R04059,59,20,326.61,0.15,1,3,3,1,1331,8,At Risk Riders,2.0
R04060,14,12,181.57,0.3333333333333333,2,1,1,3,2113,7,At Risk Riders,1.6
R04061,21,22,363.88,0.36363636363636365,2,3,4,3,2343,12,Active Riders,2.8
R04062,14,20,291.65,0.25,2,3,2,1,2321,8,At Risk Riders,2.2
R04063,22,20,299.71,0.25,2,3,2,1,2321,8,At Risk Riders,2.2
R04064,10,19,350.53999999999996,0.5789473684210527,3,2,3,4,3234,12,Active Riders,2.8
R04065,5,18,251.61,0.2777777777777778,4,2,1,2,4212,9,At Risk Riders,2.6
R04066,7,28,372.41,0.2857142857142857,3,4,4,2,3442,13,Active Riders,3.4
R04067,7,20,309.1,0.3,3,3,3,2,3332,11,Active Riders,2.9
R04068,13,19,321.15,0.42105263157894735,3,2,3,4,3234,12,Active Riders,2.8
R04069,1,22,328.95,0.36363636363636365,4,3,3,3,4333,13,Active Riders,3.4
R04070,26,14,219.25,0.2857142857142857,2,1,1,2,2112,6,At Risk Riders,1.5
R04071,1,27,452.19,0.2222222222222222,4,4,4,1,4441,13,Active Riders,3.7
R04072,35,17,228.19,0.23529411764705882,1,2,1,1,1211,5,Dormant Riders,1.3
R04073,36,18,226.39000000000001,0.4444444444444444,1,2,1,4,1214,8,At Risk Riders,1.6
R04074,21,18,241.04,0.16666666666666666,2,2,1,1,2211,6,At Risk Riders,1.7
R04075,12,16,231.26,0.3125,3,1,1,2,3112,7,At Risk Riders,1.9
R04076,4,20,296.45,0.25,4,3,2,1,4321,10,Active Riders,3.0
R04077,22,14,193.17,0.35714285714285715,2,1,1,3,2113,7,At Risk Riders,1.6
R04078,15,20,292.96,0.25,2,3,2,1,2321,8,At Risk Riders,2.2
R04079,6,17,294.38,0.47058823529411764,4,2,2,4,4224,12,Active Riders,3.0
R04080,5,14,293.56,0.5,4,1,2,4,4124,11,Active Riders,2.7
R04081,20,17,268.58,0.17647058823529413,2,2,2,1,2221,7,At Risk Riders,1.9
R04082,2,25,391.49,0.36,4,4,4,3,4443,15,Champions,3.9
R04083,16,20,301.29,0.35,2,3,2,3,2323,10,Active Riders,2.4
R04084,15,17,280.93,0.23529411764705882,2,2,2,1,2221,7,At Risk Riders,1.9
R04085,35,23,343.65,0.2608695652173913,1,3,3,1,1331,8,At Risk Riders,2.0
R04086,14,19,271.76,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R04087,124,18,277.68,0.2777777777777778,1,2,2,2,1222,7,At Risk Riders,1.6
R04088,14,20,341.1,0.3,2,3,3,2,2332,10,Active Riders,2.5
R04089,1,15,268.21,0.3333333333333333,4,1,2,3,4123,10,Active Riders,2.6
R04090,3,12,218.5,0.4166666666666667,4,1,1,4,4114,10,Active Riders,2.5
R04091,21,23,361.85,0.2608695652173913,2,3,4,1,2341,10,Active Riders,2.6
R04092,79,17,263.09000000000003,0.35294117647058826,1,2,2,3,1223,8,At Risk Riders,1.7
R04093,11,26,365.74,0.19230769230769232,3,4,4,1,3441,12,Active Riders,3.3
R04094,6,17,278.37,0.35294117647058826,4,2,2,3,4223,11,Active Riders,2.9
R04095,7,20,311.76,0.5,3,3,3,4,3334,13,Active Riders,3.1
R04096,16,22,350.95,0.4090909090909091,2,3,3,3,2333,11,Active Riders,2.6
R04097,13,19,254.98,0.21052631578947367,3,2,1,1,3211,7,At Risk Riders,2.1
R04098,2,18,296.38,0.5,4,2,2,4,4224,12,Active Riders,3.0
R04099,21,22,294.78,0.22727272727272727,2,3,2,1,2321,8,At Risk Riders,2.2
R04100,12,20,292.42,0.2,3,3,2,1,3321,9,At Risk Riders,2.6
R04101,8,17,288.79,0.5294117647058824,3,2,2,4,3224,11,Active Riders,2.6
R04102,54,19,277.27,0.3157894736842105,1,2,2,2,1222,7,At Risk Riders,1.6
R04103,4,24,371.93,0.16666666666666666,4,4,4,1,4441,13,Active Riders,3.7
R04104,15,16,293.13,0.375,2,1,2,3,2123,8,At Risk Riders,1.8
R04105,3,19,270.48,0.47368421052631576,4,2,2,4,4224,12,Active Riders,3.0
R04106,58,18,289.51,0.5555555555555556,1,2,2,4,1224,9,At Risk Riders,1.8
R04107,14,15,238.10999999999999,0.2,2,1,1,1,2111,5,Dormant Riders,1.4
R04108,2,20,314.81,0.2,4,3,3,1,4331,11,Active Riders,3.2
R04109,4,36,524.37,0.2222222222222222,4,4,4,1,4441,13,Active Riders,3.7
R04110,68,23,360.17,0.34782608695652173,1,3,4,3,1343,11,Active Riders,2.4
R04111,93,12,177.14,0.25,1,1,1,1,1111,4,Dormant Riders,1.0
R04112,1,25,446.59000000000003,0.36,4,4,4,3,4443,15,Champions,3.9
R04113,2,26,389.59,0.2692307692307692,4,4,4,2,4442,14,Champions,3.8
R04114,7,23,342.36,0.4782608695652174,3,3,3,4,3334,13,Active Riders,3.1
R04115,6,16,249.83,0.375,4,1,1,3,4113,9,At Risk Riders,2.4
R04116,14,17,242.47,0.29411764705882354,2,2,1,2,2212,7,At Risk Riders,1.8
R04117,5,16,225.28,0.25,4,1,1,1,4111,7,At Risk Riders,2.2
R04118,28,27,404.56,0.2962962962962963,1,4,4,2,1442,11,Active Riders,2.6
R04119,31,17,239.85,0.35294117647058826,1,2,1,3,1213,7,At Risk Riders,1.5
R04120,2,32,484.32,0.25,4,4,4,1,4441,13,Active Riders,3.7
R04121,12,26,437.84,0.23076923076923078,3,4,4,1,3441,12,Active Riders,3.3
R04122,10,26,426.65,0.2692307692307692,3,4,4,2,3442,13,Active Riders,3.4
R04123,13,22,323.24,0.2727272727272727,3,3,3,2,3332,11,Active Riders,2.9
R04124,30,22,318.07,0.22727272727272727,1,3,3,1,1331,8,At Risk Riders,2.0
R04125,3,23,380.0,0.43478260869565216,4,3,4,4,4344,15,Champions,3.7
R04126,16,25,389.0,0.32,2,4,4,2,2442,12,Active Riders,3.0
R04127,14,27,507.1,0.5185185185185185,2,4,4,4,2444,14,Champions,3.2
R04128,16,30,465.1,0.4666666666666667,2,4,4,4,2444,14,Champions,3.2
R04129,4,21,305.59,0.3333333333333333,4,3,3,3,4333,13,Active Riders,3.4
R04130,37,22,352.85,0.22727272727272727,1,3,3,1,1331,8,At Risk Riders,2.0
R04131,4,33,487.84000000000003,0.45454545454545453,4,4,4,4,4444,16,Champions,4.0
R04132,16,22,331.47,0.36363636363636365,2,3,3,3,2333,11,Active Riders,2.6
R04133,6,14,231.99,0.5714285714285714,4,1,1,4,4114,10,Active Riders,2.5
R04134,11,10,161.05,0.1,3,1,1,1,3111,6,At Risk Riders,1.8
R04135,13,19,341.32,0.42105263157894735,3,2,3,4,3234,12,Active Riders,2.8
R04136,13,22,368.98,0.2727272727272727,3,3,4,2,3342,12,Active Riders,3.1
R04137,12,17,275.21,0.23529411764705882,3,2,2,1,3221,8,At Risk Riders,2.3
R04138,26,18,256.98,0.3333333333333333,2,2,2,3,2223,9,At Risk Riders,2.1
R04139,20,14,169.22,0.21428571428571427,2,1,1,1,2111,5,Dormant Riders,1.4
R04140,16,15,252.39000000000001,0.4666666666666667,2,1,1,4,2114,8,At Risk Riders,1.7
R04141,2,11,171.9,0.18181818181818182,4,1,1,1,4111,7,At Risk Riders,2.2
R04142,4,23,353.28,0.391304347826087,4,3,3,3,4333,13,Active Riders,3.4
R04143,36,19,282.46,0.3157894736842105,1,2,2,2,1222,7,At Risk Riders,1.6
R04144,6,17,266.21,0.35294117647058826,4,2,2,3,4223,11,Active Riders,2.9
R04145,14,21,414.65,0.47619047619047616,2,3,4,4,2344,13,Active Riders,2.9
R04146,7,11,156.59,0.36363636363636365,3,1,1,3,3113,8,At Risk Riders,2.0
R04147,34,23,361.38,0.2608695652173913,1,3,4,1,1341,9,At Risk Riders,2.2
R04148,5,25,403.23,0.28,4,4,4,2,4442,14,Champions,3.8
R04149,23,16,261.57,0.4375,2,1,2,4,2124,9,At Risk Riders,1.9
R04150,13,21,322.27,0.2857142857142857,3,3,3,2,3332,11,Active Riders,2.9
R04151,10,23,337.41,0.30434782608695654,3,3,3,2,3332,11,Active Riders,2.9
R04152,39,25,380.91,0.48,1,4,4,4,1444,13,Active Riders,2.8
R04153,16,18,278.81,0.3888888888888889,2,2,2,3,2223,9,At Risk Riders,2.1
R04154,15,25,434.47,0.36,2,4,4,3,2443,13,Active Riders,3.1
R04155,18,24,388.88,0.3333333333333333,2,4,4,3,2443,13,Active Riders,3.1
R04156,8,29,422.5,0.1724137931034483,3,4,4,1,3441,12,Active Riders,3.3
R04157,17,15,209.01,0.2,2,1,1,1,2111,5,Dormant Riders,1.4
R04158,11,11,197.75,0.2727272727272727,3,1,1,2,3112,7,At Risk Riders,1.9
R04159,25,21,299.03,0.2857142857142857,2,3,2,2,2322,9,At Risk Riders,2.3
R04160,3,20,295.34,0.4,4,3,2,3,4323,12,Active Riders,3.2
R04161,4,20,315.82,0.4,4,3,3,3,4333,13,Active Riders,3.4
R04162,10,27,439.24,0.37037037037037035,3,4,4,3,3443,14,Champions,3.5
R04163,58,10,180.12,0.3,1,1,1,2,1112,5,Dormant Riders,1.1
R04164,39,24,361.9,0.3333333333333333,1,4,4,3,1443,12,Active Riders,2.7
R04165,9,23,314.11,0.21739130434782608,3,3,3,1,3331,10,Active Riders,2.8
R04166,29,23,374.54,0.5652173913043478,1,3,4,4,1344,12,Active Riders,2.5
R04167,4,16,219.22,0.1875,4,1,1,1,4111,7,At Risk Riders,2.2
R04168,54,16,219.39,0.375,1,1,1,3,1113,6,At Risk Riders,1.2
R04169,24,21,312.17,0.2857142857142857,2,3,3,2,2332,10,Active Riders,2.5
R04170,29,20,318.0,0.3,1,3,3,2,1332,9,At Risk Riders,2.1
R04171,3,17,250.46,0.4117647058823529,4,2,1,4,4214,11,Active Riders,2.8
R04172,5,20,348.38,0.4,4,3,3,3,4333,13,Active Riders,3.4
R04173,31,22,349.17,0.36363636363636365,1,3,3,3,1333,10,Active Riders,2.2
R04174,15,23,333.33,0.30434782608695654,2,3,3,2,2332,10,Active Riders,2.5
R04175,65,21,360.64,0.38095238095238093,1,3,4,3,1343,11,Active Riders,2.4
R04176,32,19,254.61,0.3157894736842105,1,2,1,2,1212,6,At Risk Riders,1.4
R04177,2,26,391.31,0.23076923076923078,4,4,4,1,4441,13,Active Riders,3.7
R04178,19,25,309.51,0.08,2,4,3,1,2431,10,Active Riders,2.7
R04179,19,17,291.17,0.35294117647058826,2,2,2,3,2223,9,At Risk Riders,2.1
R04180,13,19,322.25,0.42105263157894735,3,2,3,4,3234,12,Active Riders,2.8
R04181,26,17,293.11,0.47058823529411764,2,2,2,4,2224,10,Active Riders,2.2
R04182,12,31,483.58,0.3870967741935484,3,4,4,3,3443,14,Champions,3.5
R04183,2,23,384.78,0.4782608695652174,4,3,4,4,4344,15,Champions,3.7
R04184,7,27,451.64,0.37037037037037035,3,4,4,3,3443,14,Champions,3.5
R04185,12,19,298.67,0.2631578947368421,3,2,2,2,3222,9,At Risk Riders,2.4
R04186,12,15,222.87,0.26666666666666666,3,1,1,2,3112,7,At Risk Riders,1.9
R04187,1,24,351.03,0.16666666666666666,4,4,3,1,4431,12,Active Riders,3.5
R04188,7,18,244.76,0.3888888888888889,3,2,1,3,3213,9,At Risk Riders,2.3
R04189,14,20,274.31,0.45,2,3,2,4,2324,11,Active Riders,2.5
R04190,42,19,339.73,0.47368421052631576,1,2,3,4,1234,10,Active Riders,2.0
R04191,7,20,323.48,0.4,3,3,3,3,3333,12,Active Riders,3.0
R04192,21,25,362.28,0.2,2,4,4,1,2441,11,Active Riders,2.9
R04193,17,21,333.49,0.3333333333333333,2,3,3,3,2333,11,Active Riders,2.6
R04194,41,27,386.16,0.14814814814814814,1,4,4,1,1441,10,Active Riders,2.5
R04195,22,13,198.55,0.46153846153846156,2,1,1,4,2114,8,At Risk Riders,1.7
R04196,44,20,312.28,0.3,1,3,3,2,1332,9,At Risk Riders,2.1
R04197,2,14,206.7,0.2857142857142857,4,1,1,2,4112,8,At Risk Riders,2.3
R04198,15,16,242.52,0.3125,2,1,1,2,2112,6,At Risk Riders,1.5
R04199,10,21,370.56,0.42857142857142855,3,3,4,4,3344,14,Champions,3.3
R04200,39,37,625.13,0.2972972972972973,1,4,4,2,1442,11,Active Riders,2.6
R04201,11,20,318.41,0.4,3,3,3,3,3333,12,Active Riders,3.0
R04202,4,17,229.82,0.17647058823529413,4,2,1,1,4211,8,At Risk Riders,2.5
R04203,15,24,377.58,0.5,2,4,4,4,2444,14,Champions,3.2
R04204,9,22,307.74,0.2727272727272727,3,3,3,2,3332,11,Active Riders,2.9
R04205,12,24,369.34000000000003,0.2916666666666667,3,4,4,2,3442,13,Active Riders,3.4
R04206,18,25,383.57,0.28,2,4,4,2,2442,12,Active Riders,3.0
R04207,11,18,257.18,0.3333333333333333,3,2,2,3,3223,10,Active Riders,2.5
R04208,7,18,327.59,0.3333333333333333,3,2,3,3,3233,11,Active Riders,2.7
R04209,7,16,271.93,0.375,3,1,2,3,3123,9,At Risk Riders,2.2
R04210,13,30,416.37,0.26666666666666666,3,4,4,2,3442,13,Active Riders,3.4
R04211,14,22,343.27,0.4090909090909091,2,3,3,3,2333,11,Active Riders,2.6
R04212,9,12,193.34,0.16666666666666666,3,1,1,1,3111,6,At Risk Riders,1.8
R04213,61,12,176.64999999999998,0.25,1,1,1,1,1111,4,Dormant Riders,1.0
R04214,51,20,279.47,0.2,1,3,2,1,1321,7,At Risk Riders,1.8
R04215,27,15,267.57,0.3333333333333333,1,1,2,3,1123,7,At Risk Riders,1.4
R04216,75,20,299.14,0.4,1,3,2,3,1323,9,At Risk Riders,2.0
R04217,3,18,309.34,0.5,4,2,3,4,4234,13,Active Riders,3.2
R04218,1,15,222.82999999999998,0.4,4,1,1,3,4113,9,At Risk Riders,2.4
R04219,3,17,259.42,0.23529411764705882,4,2,2,1,4221,9,At Risk Riders,2.7
R04220,1,28,419.57,0.21428571428571427,4,4,4,1,4441,13,Active Riders,3.7
R04221,2,27,443.5,0.3333333333333333,4,4,4,3,4443,15,Champions,3.9
R04222,48,15,193.38,0.26666666666666666,1,1,1,2,1112,5,Dormant Riders,1.1
R04223,55,11,150.36,0.18181818181818182,1,1,1,1,1111,4,Dormant Riders,1.0
R04224,6,26,415.97,0.38461538461538464,4,4,4,3,4443,15,Champions,3.9
R04225,2,14,196.6,0.21428571428571427,4,1,1,1,4111,7,At Risk Riders,2.2
R04226,5,22,369.38,0.4090909090909091,4,3,4,3,4343,14,Champions,3.6
R04227,21,24,418.75,0.6666666666666666,2,4,4,4,2444,14,Champions,3.2
R04228,2,15,201.17,0.2,4,1,1,1,4111,7,At Risk Riders,2.2
R04229,24,21,313.16,0.14285714285714285,2,3,3,1,2331,9,At Risk Riders,2.4
R04230,20,17,269.18,0.4117647058823529,2,2,2,4,2224,10,Active Riders,2.2
R04231,59,16,224.35,0.375,1,1,1,3,1113,6,At Risk Riders,1.2
